title,company_name,location_display,salary_min,salary_max,category_label,contract_type,created,search_keyword,search_location
Data Scientist - CDI,Descartes Underwriting,"17ème Arrondissement, Paris",,,Unknown,,2025-06-14T05:28:20Z,data scientist,paris
Data Scientist Manager,the Jungle,"9ème Arrondissement, Paris",,,Emplois Consultants,,2025-05-24T21:44:47Z,data scientist,paris
Principal Data Scientist,LinuxRecruit,"Paris, Ile-de-France",,,Emplois Informatique,,2025-05-27T17:53:42Z,data scientist,paris
Data Scientist Intern,Equativ,"Paris, Ile-de-France",,,Unknown,,2025-06-17T22:28:18Z,data scientist,paris
Data Scientist (IT),Phaidon London- Glocomms,"Paris, Ile-de-France",380.0,470.0,Emplois Informatique,contract,2025-06-06T14:12:10Z,data scientist,paris
Data Scientist (IT),STHREE SAS pour HUXLEY,"Paris, Ile-de-France",500.0,800.0,Emplois Informatique,contract,2025-06-04T14:09:49Z,data scientist,paris
Senior Data Scientist,Bigblue,"Paris, Ile-de-France",,,Emplois Création et Design,,2025-02-28T17:07:32Z,data scientist,paris
Senior Data Scientist Data · Paris ·,bsport,"Paris, Ile-de-France",,,Emplois Informatique,,2025-05-30T10:43:49Z,data scientist,paris
"Data Scientist IA - Spécialiste RAG, LLM - H/F",Synchrone Fr,"Paris, Ile-de-France",,,Unknown,,2025-03-30T05:43:06Z,data scientist,paris
Data Scientist H/F,NEXTON,"Paris, Ile-de-France",,,Emplois Informatique,,2025-06-25T01:30:00Z,data scientist,paris
Data Scientist H/F,Nexton,"Paris, Ile-de-France",,,Emplois Autres/Général,,2025-07-16T09:35:40Z,data scientist,paris
Data Scientist H/F,Nexton,"Paris, Ile-de-France",,,Emplois Autres/Général,,2025-07-16T09:35:38Z,data scientist,paris
Data Scientist H/F,Dataiku,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-18T09:36:24Z,data scientist,paris
Data Scientist - Computer Vision,Primaa,"2ème Arrondissement, Paris",,,Emplois Informatique,,2025-07-21T13:00:54Z,data scientist,paris
Data scientist (H/F),Actee,"8ème Arrondissement, Paris",42000.0,42000.0,Unknown,,2025-07-09T23:21:37Z,data scientist,paris
Data Scientist (H/F),MyCommunIT,"2ème Arrondissement, Paris",,,Emplois Informatique,permanent,2024-12-04T08:33:56Z,data scientist,paris
Data Scientist H/F,Aon,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-03T15:35:57Z,data scientist,paris
Data scientist F/H,DSN,"12ème Arrondissement, Paris",40000.0,70000.0,Unknown,,2025-06-07T22:17:16Z,data scientist,paris
Data Scientist F/H,NEXTON,"Paris, Ile-de-France",,,Emplois Informatique,permanent,2025-06-26T08:22:04Z,data scientist,paris
Lead Data Scientist - NLP,QuantCube Technology,"2ème Arrondissement, Paris",55000.0,65000.0,Emplois Informatique,,2025-07-11T23:08:50Z,data scientist,paris
Stage Data Scientist - Paris,Paris chez,"9ème Arrondissement, Paris",,,Emplois Consultants,,2025-06-14T22:19:38Z,data scientist,paris
Senior Data Scientist - Blitz,Voodoo,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-03T15:36:00Z,data scientist,paris
Senior Data Scientist II,Ogury,"Paris, Ile-de-France",,,Unknown,,2025-05-28T22:21:14Z,data scientist,paris
Data scientist H/F,Printemps,"Paris, Ile-de-France",,,Unknown,,2025-07-13T23:08:59Z,data scientist,paris
Data scientist H/F,Unknown,"5ème Arrondissement, Paris",60000.0,75000.0,Emplois Vente,permanent,2025-07-14T06:35:16Z,data scientist,paris
Data Scientist (f/m/d) ,Free2move,"9ème Arrondissement, Paris",,,Unknown,,2024-11-09T13:32:45Z,data scientist,paris
Data Scientist - SEO Strategist,Groupon,"Paris, Ile-de-France",,,"Emplois RP, Publicité et Marketing",,2025-07-13T23:05:00Z,data scientist,paris
Accelerator Data Scientist (Paris),Sanofi Group,"Paris, Ile-de-France",,,Unknown,,2025-06-07T21:44:00Z,data scientist,paris
Senior Cheminformatics Data Scientist,AQEMIA,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-03T15:36:02Z,data scientist,paris
Data Scientist - Data Engineer H/F,Havea,"Paris, Ile-de-France",,,Unknown,,2025-05-29T06:43:30Z,data scientist,paris
Data Scientist R&D (Stage),Beyable,"10ème Arrondissement, Paris",,,Unknown,,2025-02-24T17:35:51Z,data scientist,paris
Data Scientist Sénior (IT),VISIAN,"Paris, Ile-de-France",,,Emplois Informatique,permanent,2025-05-22T01:54:49Z,data scientist,paris
Data Scientist Senior (IT),VISIAN,"Paris, Ile-de-France",45000.0,65000.0,Emplois Informatique,permanent,2025-07-16T23:04:46Z,data scientist,paris
Data Scientist IA (IT),VISIAN,"Paris, Ile-de-France",48000.0,56000.0,Emplois Informatique,permanent,2025-06-05T02:08:51Z,data scientist,paris
Data scientist (F/H),SocialClean,"Paris, Ile-de-France",40000.0,80000.0,Unknown,,2025-03-13T10:52:38Z,data scientist,paris
Data Scientist H/F,Margo Conseil,"Paris, Ile-de-France",,,Emplois Informatique,,2025-06-21T08:08:36Z,data scientist,paris
??Data Scientist – MLP & Modèles Génératifs – Pur Player Data IA ML - H/F,WAKE IT UP,"Paris, Ile-de-France",70000.0,70000.0,Unknown,permanent,2025-07-17T19:14:08Z,data scientist,paris
Consultant(e) Data Scientist / Recherche Opérationnelle,Sia,"Paris, Ile-de-France",,,Emplois Consultants,,2025-07-22T00:43:16Z,data scientist,paris
Senior Data Scientist H/F,Fifty-Five,"Paris, Ile-de-France",,,Emplois Administration,,2025-06-23T19:33:42Z,data scientist,paris
Manager Data Scientist - Marketing & Stratégie,Sia,"Paris, Ile-de-France",,,"Emplois RP, Publicité et Marketing",,2025-06-28T07:37:25Z,data scientist,paris
Lead Data Scientist - GenAI / IAg,INTERSEC Group,"Paris, Ile-de-France",,,Emplois Ingénierie,,2025-01-23T01:28:55Z,data scientist,paris
Data Data Scientist - Data Analyst H/F,Kiloutou,"Paris, Ile-de-France",,,Unknown,,2025-03-06T05:59:23Z,data scientist,paris
Senior Data Scientist H/F,Groupe SeLoger,"Paris, Ile-de-France",,,Unknown,,2025-07-16T09:35:36Z,data scientist,paris
ALTERNANCE - Data Scientist H/F,Crédit Agricole Assurances,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-03T15:35:58Z,data scientist,paris
Data Scientist Senior (F/H),Vertone,"8ème Arrondissement, Paris",,,"Emplois RP, Publicité et Marketing",,2025-06-01T22:13:53Z,data scientist,paris
ALTERNANCE - Data Scientist H/F,Crédit Agricole Assurances,"15ème Arrondissement, Paris",,,Emplois Comptabilité et Finance,,2025-06-19T15:05:42Z,data scientist,paris
Confirmed Data Scientist H/F,Blablacar,"Paris, Ile-de-France",,,Unknown,,2025-06-08T08:39:16Z,data scientist,paris
ALTERNANCE - Data Scientist H/F,Crédit Agricole Assurances,"15ème Arrondissement, Paris",,,Emplois Comptabilité et Finance,,2025-07-18T14:41:49Z,data scientist,paris
Lead Data Scientist - Remote Sensing,QuantCube Technology,"2ème Arrondissement, Paris",55000.0,65000.0,Emplois Informatique,,2025-06-22T22:48:17Z,data scientist,paris
Alternance - Data Scientist H/F,PSTB,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-19T10:39:52Z,data scientist,paris
ALTERNANCE - Data Scientist H/F,Crédit Agricole,"15ème Arrondissement, Paris",,,Unknown,,2025-05-01T21:29:12Z,data scientist,paris
Data Scientist confirmé H/F,Crédit Agricole Assurances,"Paris, Ile-de-France",,,Emplois Comptabilité et Finance,permanent,2025-06-14T14:57:15Z,data scientist,paris
Senior Data Scientist H/F,Artefact,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-16T09:35:37Z,data scientist,paris
Senior Data Scientist / ML GCP,Sfeir,"Paris, Ile-de-France",,,Emplois Informatique,,2025-06-28T22:59:02Z,data scientist,paris
Alternance - Data Scientist H/F,Crédit Agricole Assurances,"Paris, Ile-de-France",486.0,1802.0,Unknown,,2025-04-26T07:14:37Z,data scientist,paris
Mandarin-Speaking Data Scientist & Economist,QuantCube Technology,"2ème Arrondissement, Paris",48000.0,48000.0,Unknown,,2025-07-09T23:16:12Z,data scientist,paris
Lead Data Scientist H/F,Printemps,"Paris, Ile-de-France",,,Unknown,,2025-07-13T23:11:08Z,data scientist,paris
Data Scientist AI - Alterance / stage,Reenbow,"13ème Arrondissement, Paris",,,Emplois Informatique,,2025-05-06T22:13:00Z,data scientist,paris
Data Scientist Sénior H/F,UMG Groupe VYV,"Paris, Ile-de-France",50000.0,50000.0,Unknown,,2025-02-11T03:20:27Z,data scientist,paris
Data Scientist - CDI H/F,Descartes Underwriting,"Paris, Ile-de-France",,,Emplois Comptabilité et Finance,,2025-07-16T09:35:40Z,data scientist,paris
Data Scientist - Modélisation Statistique (IT),Groupe Aptenia,"Paris, Ile-de-France",500.0,580.0,Emplois Informatique,contract,2025-07-03T14:27:34Z,data scientist,paris
Consultant.e Data Scientist Senior,Kanbios,"5ème Arrondissement, Paris",,,Emplois Consultants,,2024-07-30T23:44:37Z,data scientist,paris
Data Scientist Sénior H/F,Groupe Vyv,"13ème Arrondissement, Paris",,,Unknown,,2025-05-05T21:29:46Z,data scientist,paris
Data scientist and engineering - CDI,Medadom,"2ème Arrondissement, Paris",,,Unknown,,2025-07-08T17:45:00Z,data scientist,paris
Data Scientist Alternance H/F,Chronopost,"14ème Arrondissement, Paris",,,Unknown,,2025-07-03T13:30:19Z,data scientist,paris
Data Scientist Sénior H/F,Groupe Vyv,"13ème Arrondissement, Paris",,,Unknown,,2025-05-05T21:28:25Z,data scientist,paris
Data Scientist - Industrie H/F,Margo Conseil,"Paris, Ile-de-France",,,Emplois Informatique,,2025-06-21T08:08:36Z,data scientist,paris
Data Scientist (H/F) STAGE,Sony Music Entertainment France,"Paris, Ile-de-France",,,Unknown,,2025-06-09T22:51:44Z,data scientist,paris
Senior Data Scientist H/F,Shippeo,"Paris, Ile-de-France",,,Unknown,,2025-05-24T05:59:35Z,data scientist,paris
Data Scientist et IA - Alternance,Yomoni,"9ème Arrondissement, Paris",,,Unknown,,2025-07-13T23:05:33Z,data scientist,paris
Data Scientist Manager H/F,Artefact,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-16T09:35:40Z,data scientist,paris
Pricing Data Scientist - Remote (EU),Wakam,"Paris, Ile-de-France",,,Unknown,,2025-07-20T13:11:42Z,data scientist,paris
Sr. Data Scientist Research & Development,Monk AI,"3ème Arrondissement, Paris",62000.0,77000.0,Emplois Informatique,,2025-06-16T22:10:43Z,data scientist,paris
Data Scientist Expérimenté F/H,CARREVOLUTIS,"Paris, Ile-de-France",,,Emplois Informatique,permanent,2025-07-09T02:39:21Z,data scientist,paris
Data Scientist NLP/GenAI - Catalog,Mirakl,"16ème Arrondissement, Paris",,,Unknown,,2025-07-21T12:57:25Z,data scientist,paris
Product Analytics - Senior Data Scientist,Criteo,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-03T15:35:57Z,data scientist,paris
Data Scientist Intern H/F,Equativ,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-16T09:35:35Z,data scientist,paris
Senior AI Research Data Scientist,Kiro,"8ème Arrondissement, Paris",,,Emplois Informatique,,2025-04-28T21:32:27Z,data scientist,paris
Lead Data Scientist F/H,CARREVOLUTIS,"Paris, Ile-de-France",,,Emplois Informatique,permanent,2025-07-01T09:16:37Z,data scientist,paris
Lead Data Scientist F/H,RATP,"Paris, Ile-de-France",35000.0,35000.0,Emplois RH et Recrutement,permanent,2025-06-28T08:21:12Z,data scientist,paris
Alternant Data scientist F / H,IQVIA,"Paris, Ile-de-France",,,Unknown,,2025-01-31T01:41:32Z,data scientist,paris
Statisticien - Data scientist - H/F,Banque de France,"1er Arrondissement, Paris",,,Unknown,,2025-07-10T23:05:14Z,data scientist,paris
Data Scientist alternance (F/H),CoSpirit Groupe,"2ème Arrondissement, Paris",,,Emplois Distribution et Entrepôts,,2025-05-19T21:44:21Z,data scientist,paris
Alternance - Data Scientist (H/F),Forums Talents Handicap,"Paris, Ile-de-France",,,Emplois Vente,contract,2025-07-18T13:18:37Z,data scientist,paris
Senior data scientist F/H,ILIAD 78,"Paris, Ile-de-France",,,Emplois Informatique,permanent,2025-07-22T02:46:41Z,data scientist,paris
Stagiaire Data Engineer -Data Scientist,Arte Charpentier,"2ème Arrondissement, Paris",,,Unknown,,2025-06-07T22:22:02Z,data scientist,paris
Statisticien - Data scientist - F/H,CARREVOLUTIS,"Paris, Ile-de-France",,,Emplois Informatique,contract,2025-07-11T02:40:37Z,data scientist,paris
"Data Scientist, Head of GenAI",datacraft,"3ème Arrondissement, Paris",,,Unknown,,2025-07-07T17:44:03Z,data scientist,paris
AI Engineer/Data Scientist Internship,Alphaguard,"10ème Arrondissement, Paris",1200.0,1500.0,Unknown,,2025-07-19T12:49:29Z,data scientist,paris
Data Scientist Senior H/F,BRED Banque Populaire,"Paris, Ile-de-France",,,Emplois Comptabilité et Finance,,2025-07-06T14:25:46Z,data scientist,paris
Consultant(e) Data Scientist - Marketing & Stratégie,Sia,"Paris, Ile-de-France",,,Emplois Consultants,,2025-06-28T07:37:25Z,data scientist,paris
Senior Data Scientist (EU Timezones Only),Fabulous,"Paris, Ile-de-France",,,Emplois Autres/Général,,2022-12-09T12:59:16Z,data scientist,paris
Lead Data Scientist D&I - ce Data H/F,Ratp Epic,"Paris, Ile-de-France",,,Unknown,,2025-06-28T07:49:44Z,data scientist,paris
Consultant.e - Product Owner & Data Scientist,"Wivoo, a Wavestone company","8ème Arrondissement, Paris",,,Emplois Consultants,,2025-02-22T17:42:31Z,data scientist,paris
Alternance - Assistant Data Scientist H/F,Spirica,"Paris, Ile-de-France",,,Unknown,,2025-06-14T07:07:24Z,data scientist,paris
Lead Data Scientist - CDI H/F,Talan,"Paris, Ile-de-France",,,Unknown,,2025-02-04T19:44:49Z,data scientist,paris
Data Scientist Senior - CDI H/F,Talan,"Paris, Ile-de-France",,,Unknown,,2025-02-04T19:44:44Z,data scientist,paris
Senior Data Scientist Ii H/F,Ogury,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-16T09:35:36Z,data scientist,paris
Analyste fraude / Data scientist F/H,U - CONSULTING GROUPE,"Paris, Ile-de-France",30000.0,40000.0,Emplois Consultants,permanent,2025-07-16T02:39:11Z,data scientist,paris
Data Scientist Sénior (H/F) (IT),Celad,"Paris, Ile-de-France",600.0,650.0,Emplois Informatique,contract,2025-07-17T23:08:15Z,data scientist,paris
Alternance - Assistant Data Scientist H/F,Crédit Agricole Assurances,"Paris, Ile-de-France",486.0,1802.0,Unknown,,2025-04-10T05:09:01Z,data scientist,paris
Analyste Quantitatif – Data Scientist (H/F),Crédit Logement,"3ème Arrondissement, Paris",,,Emplois Comptabilité et Finance,,2025-05-31T22:12:15Z,data scientist,paris
Data Scientist - Audit Inspection H/F,CACEIS France,"Paris, Ile-de-France",,,Emplois Comptabilité et Finance,,2025-05-28T05:56:01Z,data scientist,paris
Senior Data Scientist (French & English fluent),Dataiku,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-19T12:57:54Z,data scientist,paris
Data Scientist - Ifrs Modeling H/F,Younited,"Paris, Ile-de-France",,,Unknown,,2025-07-16T09:35:38Z,data scientist,paris
Data Scientist F - M - D H/F,Free2move,"Paris, Ile-de-France",,,Emplois Distribution et Entrepôts,,2025-07-16T09:35:38Z,data scientist,paris
Consultant.e Data Scientist Confirmé.e,Elevate,"9ème Arrondissement, Paris",,,Emplois Consultants,,2025-06-09T22:37:45Z,data scientist,paris
Senior Data Scientist - IA (F/M),Younited,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-03T15:35:56Z,data scientist,paris
Data Scientist - IFRS Modeling (F/H),Younited,"Paris, Ile-de-France",,,Unknown,,2025-07-11T23:16:10Z,data scientist,paris
Alternance : ALTERNANCE – DATA SCIENTIST H/F,Groupe Revue Fiduciaire,"Paris, Ile-de-France",,,Emplois Diplômés,,2025-06-01T18:40:38Z,data scientist,paris
Data Analyst - Data Scientist H/F,VusionGroupSA,"Paris, Ile-de-France",,,Emplois Informatique,,2025-03-29T09:35:07Z,data scientist,paris
Data Scientist senior F/H (CDI),BRED Banque Populaire,"1er Arrondissement, Paris",,,Unknown,permanent,2025-07-19T20:20:01Z,data scientist,paris
Data Data Scientist / Data Analyst (H/F) - 6 mois,KILOUTOU par Capijobnew,"Paris, Ile-de-France",,,Unknown,,2025-06-18T11:11:03Z,data scientist,paris
Consultant(e) Senior Data Scientist - Marketing & Stratégie,Sia,"Paris, Ile-de-France",,,"Emplois RP, Publicité et Marketing",,2025-06-28T07:37:23Z,data scientist,paris
"Data Scientist Junior - IA, Geo-Data & Carbone (stage)",Nexqt,"2ème Arrondissement, Paris",1100.0,1100.0,Unknown,,2025-06-22T22:30:50Z,data scientist,paris
Data Scientist Expérimenté - - Data Lab RH Groupe H/F,BNP Paribas,"Paris, Ile-de-France",,,Unknown,,2025-07-09T10:25:11Z,data scientist,paris
Internship – Data Scientist – Conseil en stratégie & transition environnementale,Blunomy,"8ème Arrondissement, Paris",1800.0,1800.0,Unknown,,2025-06-12T22:25:54Z,data scientist,paris
"analyste informatiquee fraude, scoring & Data scientist (IT)",Ela Technology,"Paris, Ile-de-France",38000.0,40000.0,Emplois Informatique,permanent,2025-07-11T22:55:50Z,data scientist,paris
Data Scientist AI Senior (H/F) (IT),Taleo Capital,"Paris, Ile-de-France",400.0,550.0,Emplois Informatique,contract,2025-07-16T23:04:43Z,data scientist,paris
Pricing Data Scientist - Remote Eu H/F,Wakam,"Paris, Ile-de-France",,,Emplois Comptabilité et Finance,,2025-07-20T09:31:52Z,data scientist,paris
Data Scientist – IA Générative & RAG (AWS) (IT),Groupe Aptenia,"Paris, Ile-de-France",400.0,440.0,Emplois Informatique,contract,2025-07-01T14:24:22Z,data scientist,paris
Data Scientist - Domaine Lcb - Ft H/F,IT / Système d’informations,"Paris, Ile-de-France",,,Emplois Autres/Général,,2025-04-19T06:44:42Z,data scientist,paris
"Data Scientist (English, French and Italian required)",Dataiku,"12ème Arrondissement, Paris",,,Emplois Informatique,,2025-07-20T13:05:00Z,data scientist,paris
Stage Data Scientist - Marketing (H/F/N),Ekimetrics,"Paris, Ile-de-France",,,"Emplois RP, Publicité et Marketing",,2025-04-14T21:21:55Z,data scientist,paris
"Lead Data Scientist (LLM, GenAI) - Staff Level",Ankorstore,"Paris, Ile-de-France",,,Emplois Distribution et Entrepôts,,2025-03-19T11:45:10Z,data scientist,paris
Consultant Junior - Data Scientist - n H/F,Ekimetriks,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-05T14:29:02Z,data scientist,paris
Consultant·e Data Scientist & AI Engineer - Senior,Saegus,"8ème Arrondissement, Paris",,,Emplois Consultants,,2025-07-14T22:59:15Z,data scientist,paris
Accelerator Senior Data Scientist Deep Learning (Paris),Sanofi Winthrop Industrie,"Paris, Ile-de-France",,,Emplois Informatique,,2025-04-15T21:20:34Z,data scientist,paris
Consultant Data Scientist AI – CDI F/H,HEADMIND PARTNERS AI,"16ème Arrondissement, Paris",32000.0,48000.0,Emplois Consultants,permanent,2025-05-24T08:04:41Z,data scientist,paris
Accelerator Senior Data Scientist Deep Learning (Paris),Sanofi Group,"Paris, Ile-de-France",,,Unknown,,2025-05-10T21:23:38Z,data scientist,paris
Consultant Junior - Data Scientist (H/F/N),Ekimetrics,"Paris, Ile-de-France",42.0,42.0,Emplois Informatique,,2025-07-05T17:17:41Z,data scientist,paris
Data Scientist confirmé(e) ou senior F/H,Artelys,"Paris, Ile-de-France",45000.0,45000.0,Emplois Informatique,permanent,2025-06-28T08:20:30Z,data scientist,paris
Stage Data Scientist - IT (H/F) - Canada,Experience Internship Canada,"Paris, Ile-de-France",,,Emplois Informatique,contract,2025-07-22T01:53:13Z,data scientist,paris
Stage Data Scientist - IT (H/F) - Canada,Unknown,"1er Arrondissement, Paris",,,Unknown,contract,2025-07-22T18:52:19Z,data scientist,paris
"Analyste fraude, scoring / Data scientist (H/F)",ELA TECHNOLOGY,"1er Arrondissement, Paris",,,Emplois Scientifiques et AQ,,2025-07-12T10:56:57Z,data scientist,paris
Data Scientist Expérimenté - H/F // Data Lab RH Groupe,BNP Paribas,"Paris, Ile-de-France",,,Emplois Scientifiques et AQ,,2025-07-09T14:13:56Z,data scientist,paris
Data Engineer H/F,Kent,"Paris, Ile-de-France",50000.0,60000.0,Emplois Informatique,,2025-07-22T09:36:32Z,data scientist,paris
Alternance - Chargé d'Études Data Scientist H/F,UMG Groupe VYV,"Paris, Ile-de-France",486.0,1802.0,Unknown,,2025-03-30T09:09:14Z,data scientist,paris
Data Scientist Pour Projets Innovants De Supervision Financiere - H/F,BANQUE DE FRANCE,"9ème Arrondissement, Paris",,,Emplois Comptabilité et Finance,contract,2025-03-08T17:16:20Z,data scientist,paris
Alternance Data Scientist ai - Alterance - Stage H/F,Reenbow,"Paris, Ile-de-France",486.0,1802.0,Emplois Informatique,,2025-05-23T07:04:14Z,data scientist,paris
ALTERNANT - Assistant Data Scientist Santé & Prévoyance H/F,Crédit Agricole,"15ème Arrondissement, Paris",,,Unknown,,2025-05-13T21:38:53Z,data scientist,paris
Stage Conseil Consultant Data Scientist - Engineer H/F,CGI,"Paris, Ile-de-France",,,Unknown,,2025-06-20T08:21:12Z,data scientist,paris
Consultant Senior Data Scientist Genai - N H/F,OCTO Technology,"Paris, Ile-de-France",,,Emplois Informatique,,2025-06-06T07:09:30Z,data scientist,paris
ALTERNANT - Assistant Data Scientist Santé & Prévoyance H/F,Crédit Agricole Assurances,"15ème Arrondissement, Paris",,,Emplois Comptabilité et Finance,,2025-06-26T15:14:07Z,data scientist,paris
Alternant - Assistant Data Scientist Santé & Prévoyance H/F,Crédit Agricole Assurances,"Paris, Ile-de-France",486.0,1802.0,Unknown,,2025-06-27T07:25:51Z,data scientist,paris
Data Scientist (End-of-studies Internship) Spanish Speakers,en Shift Technology,"Paris, Ile-de-France",,,Emplois Informatique,,2025-02-26T17:39:09Z,data scientist,paris
Alternance : Alternance - 2 ans - Data Scientist F/H,Groupe BPCE,"Paris, Ile-de-France",,,Emplois Diplômés,,2025-07-18T23:15:48Z,data scientist,paris
Stage : Stage Data Scientist - IT (H/F) - Canada,Experience Internship Canada,"Paris, Ile-de-France",3000.0,24000.0,Emplois Diplômés,contract,2025-07-20T23:15:41Z,data scientist,paris
Data Analyst/Scientist H/F (CDI),KAINO CONSULTING,"1er Arrondissement, Paris",,,Unknown,permanent,2025-07-03T17:50:07Z,data scientist,paris
Stage de fin d’études Consultant(e) Data Scientist / Recherche Opérationnelle,Sia,"Paris, Ile-de-France",,,Emplois Consultants,,2025-07-22T00:43:15Z,data scientist,paris
Data Scientist IA RAG Sénior (H/F) - FINDIT CONSULTING,FINDIT CONSULTING,"Paris, Ile-de-France",,,Emplois Comptabilité et Finance,,2025-04-25T15:25:19Z,data scientist,paris
Data Engineer - Data Analyst - Data Scientist - Alternance H/F,Institut F2I,"Paris, Ile-de-France",,,Unknown,,2025-07-18T09:14:36Z,data scientist,paris
Lead Data Scientist Llm Genai - Staff Level H/F,Ankor Store,"Paris, Ile-de-France",,,Emplois Informatique,,2025-07-16T09:35:37Z,data scientist,paris
Data Scientist - Energie - Stage (6 mois) - (H/F/X),Deepki,"11ème Arrondissement, Paris",,,Unknown,,2025-07-09T20:59:10Z,data scientist,paris
Alternance - Chargé(e) d'études Data Scientist H/F,Groupe Vyv,"13ème Arrondissement, Paris",,,Unknown,,2025-04-12T21:21:18Z,data scientist,paris
Alternance - Chargé(e) d'études Data Scientist H/F,Groupe Vyv,"13ème Arrondissement, Paris",,,Unknown,,2025-04-12T22:05:37Z,data scientist,paris
Data Engineer / Data Analyst / Data Scientist (H/F) - Alternance,Institut F2I,"Paris, Ile-de-France",,,Unknown,,2025-07-17T00:55:50Z,data scientist,paris
Stage Bac4 - 5 - Data Scientist en Risques Environnementaux H/F,BNP Paribas,"Paris, Ile-de-France",,,Unknown,,2025-07-22T09:47:19Z,data scientist,paris
APPRENTISSAGE : Data scientist (F/H) - Caisse des Dépôts et Consignations,Caisse des Dépôts et Consignations,"Paris, Ile-de-France",,,Emplois Comptabilité et Finance,,2025-04-17T16:01:58Z,data scientist,paris
Data Scientist/Ingnieur(e) IA- Niveau Manager H/F,Avanade Inc.,"Paris, Ile-de-France",,,Unknown,,2025-05-13T21:30:20Z,data scientist,paris
Data-scientist / chargé d'études du Plan d'investissement dans les compétences,Dares,"15ème Arrondissement, Paris",,,Unknown,,2025-07-10T22:59:35Z,data scientist,paris
Stage Conseil : Consultant(e) Data Scientist/Engineer F/H,CGI,"Paris, Ile-de-France",,,Emplois Création et Design,,2025-06-21T22:31:18Z,data scientist,paris
Business Analyst - Data Scientist - Domaine Lcb - Ft H/F,IT / Système d’informations,"Paris, Ile-de-France",,,Emplois Autres/Général,,2025-04-19T06:27:22Z,data scientist,paris
Architecte IA - GenAI & RAG - Pur Player Data IA ML ??️ - H/F,WAKE IT UP,"Paris, Ile-de-France",90000.0,90000.0,Unknown,permanent,2025-07-17T19:14:08Z,data scientist,paris
Data Scientist Senior – GCP / BigQuery / Python Full remote (Maghreb) (IT),skiils,"Paris, Ile-de-France",10000.0,40000.0,Emplois Informatique,permanent,2025-06-04T14:09:50Z,data scientist,paris
Data Scientist - Python / Machine Learning (H/F) en Contrat pro / AlternanceParis,OpenClassrooms,"Paris, Ile-de-France",,,Unknown,contract,2024-01-25T11:06:18Z,data scientist,paris
Data Scientist – NLP & Modèles Génératifs – Pur Player Data IA ML,Wake It Up,"8ème Arrondissement, Paris",60000.0,70000.0,Emplois Informatique,,2025-07-19T13:03:07Z,data scientist,paris
Senior Data Scientist – Audio / Vision / NLP / Forecasting – Lille ou Paris (IT),NaxoTech,"Paris, Ile-de-France",400.0,640.0,Emplois Informatique,contract,2025-06-26T03:07:13Z,data scientist,paris
Junior Data Scientist (Apprenticeship) - Dispatch & Fulfillment Supply Chain (f/m/d),f/m/d,"Paris, Ile-de-France",,,Emplois Distribution et Entrepôts,,2025-07-01T16:51:30Z,data scientist,paris
Junior Data Scientist (Apprenticeship) - Dispatch & Fulfillment Supply Chain (f/m/d),Decathlon Digital EN,"Paris, Ile-de-France",,,Emplois Distribution et Entrepôts,,2025-06-29T22:22:07Z,data scientist,paris
STAGIAIRE DATA SCIENTIST F/H - Deep learning et IA documentaire,Malakoff Humanis,"13ème Arrondissement, Paris",,,Emplois Informatique,,2025-03-22T11:44:22Z,data scientist,paris
Data Scientist (H/F) - Stage 6 mois (stage de césure possible),Allphins,"9ème Arrondissement, Paris",,,Unknown,,2025-07-10T23:03:50Z,data scientist,paris
Data Scientist - Risques climatiques - Stage (6 mois)- (H/F/X),Deepki,"11ème Arrondissement, Paris",,,Unknown,,2025-07-08T20:50:30Z,data scientist,paris
Stagiaire Data Scientist - Deep Learning et IA Documentaire H/F,Malakoff Humanis,"Paris, Ile-de-France",,,Emplois Comptabilité et Finance,,2025-05-10T05:29:07Z,data scientist,paris
Data Scientist Analyse de Données de Cancer Femmes Âgées dans le Snds H/F,Curie,"Paris, Ile-de-France",,,Unknown,,2025-06-28T08:08:55Z,data scientist,paris
"Data Scientist Analyse de données de cancer ""Femmes âgées "" dans le SNDS F/H",Institut Curie,"Paris, Ile-de-France",,,Emplois Scientifiques et AQ,contract,2025-07-01T09:16:52Z,data scientist,paris
"Data Scientist Analyse de données de cancer ""Femmes jeunes"" dans le SNDS F/H",Institut Curie,"Paris, Ile-de-France",,,Emplois Scientifiques et AQ,contract,2025-06-28T08:20:39Z,data scientist,paris
Data Scientist Analyse de Données de Cancer Femmes Jeunes dans le Snds H/F,Curie,"Paris, Ile-de-France",,,Unknown,,2025-06-28T08:08:56Z,data scientist,paris
